"",gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
ENSG00000139648,KRT71,0,0,0,0,0,0,2.4544,0,0,2.5763,0,0,0
ENSG00000139651,ZNF740,10.8739,0,267.9745,8.7746,0.5826,5.2427,277.7846,380.2324,340.8875,37.9302,2.1432,235.8977,225.0208
ENSG00000139656,SMIM2,0,0,0,0.876,0,0,0,4.2072,0,0,0.9485,0,0
ENSG00000139668,WDFY2,3.3767,74.5818,1.017,37.9476,0,1.9082,4.9961,17.4686,1.0913,6.192,1.4807,4.876,73.8488
ENSG00000139675,HNRNPA1L2,0,15.4691,3.7037,5.8577,0,1.4985,0.9129,2.4028,0.8282,42.6147,3.8249,4.1343,3.7156
ENSG00000139679,LPAR6,0,71.1228,3.6367,821.5898,0.9787,0.5754,0.6577,1.3224,0,106.4376,401.6316,7.2928,47.6452
ENSG00000139684,ESD,8.908,38.0826,240.3191,3950.9066,0,0,182.243,701.4958,125.7257,1486.651,62.9366,14.8586,19.2473
ENSG00000139687,RB1,3.0035,450.1707,289.3514,44.4721,0,2.0082,56.3192,0,1.0906,118.2414,26.2417,1.0509,50.1447
ENSG00000139697,SBNO1,30.5419,1073.0426,397.4394,60.2072,185.562,1.7067,0,30.4473,1.0351,22.3078,73.4561,183.9013,323.1442
ENSG00000139714,MORN3,0,5.5864,1.5664,34.2933,0,2.3795,6.4028,3.3904,0,13.4717,28.6931,1.7059,5.8939
ENSG00000139718,SETD1B,0,272.7371,163.4735,92.2925,192.3184,21.358,206.557,115.8064,3.0349,448.5069,14.3959,15.045,226.1318
ENSG00000139719,VPS33A,3.18,4.1092,1.4073,377.9959,42.9972,95.8542,1.0046,71.04,1.8538,288.9807,693.2336,1603.1208,54.8028
ENSG00000139722,VPS37B,71.3215,6.3091,3.1473,108.4053,6.6383,24.5316,12.5817,182.3547,2.7817,192.6429,129.8832,177.4213,53.6734
ENSG00000139725,RHOF,0,6.7056,15.5027,54.6551,0.6298,62.9246,18.1325,23.1111,20.5214,167.5409,2.7029,32.7563,41.5994
ENSG00000139726,DENR,1.7779,291.5581,7.3375,1490.5831,32.1302,102.5958,7.617,6.1621,2.1435,854.8192,58.5631,747.9901,87.1762
ENSG00000139734,DIAPH3,0,0,2.7352,0.6972,0,1.5496,0,1.1454,0,19.5719,2.8887,13.8532,3.3857
ENSG00000139737,SLAIN1,5.6501,144.9156,2.9477,0,0,0,44.8763,0,0,0,0,0.3417,7.7473
ENSG00000139746,RBM26,1.7115,449.2612,55.1484,42.761,0,0,395.1133,111.5287,1.5268,13.3825,76.8495,6.9004,165.0619
ENSG00000139767,SRRM4,0,1.3563,0,1.2009,0,0,0,0,1.2651,2.612,0,0.607,5.2544
ENSG00000139780,METTL21C,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139793,MBNL2,2279.069,1705.0881,2535.4018,116.171,3.6593,1.0116,477.9053,54.6074,51.7341,3300.8842,219.0655,34.7929,146.8847
ENSG00000139797,RNF113B,0,3.6147,0,0,0,0,0,0,0,16.2442,0,0,2.4437
ENSG00000139800,ZIC5,0,0,0,2.9248,0,0,0.8121,0,0,0,0,1.8075,2.416
ENSG00000139826,ABHD13,8.0082,317.0964,2.3234,12.0211,0,0,64.9774,0.3376,10.7146,0.8372,20.8673,22.4135,28.3611
ENSG00000139832,RAB20,12.3113,0,115.4326,117.6125,0,0,0.7534,0,37.4675,742.4757,6.3111,53.277,4.8226
ENSG00000139835,GRTP1,51.1323,0,75.4877,7.8344,0,0,186.7092,35.5282,2.6193,117.4591,201.7198,13.3606,10.7301
ENSG00000139842,CUL4A,1677.5759,276.3923,125.188,793.4255,1.4293,0.6236,356.8208,606.4393,393.8644,1566.1004,438.0509,1933.2585,140.896
ENSG00000139865,TTC6,0,0,9.1793,2.2322,3.0879,18.5411,62.0385,15.6158,0,89.7342,49.7108,14.2661,32.1785
ENSG00000139874,SSTR1,0,0,2.3254,0,0,114.6574,112.8992,75.5386,0,50.572,24.4702,0,52.4503
ENSG00000139880,CDH24,1.0522,3.7649,1.8658,1.3504,0,9.8107,0,162.9467,0,389.7253,21.2198,1.6033,4.214
ENSG00000139890,REM2,0,0,0,0,0,2.9681,2.7871,5.2464,0,16.5965,0,0,0
ENSG00000139899,CBLN3,0,0.7093,0,61.4625,0,22.386,3.6422,0.2434,0,267.6811,0,12.1369,6.7615
ENSG00000139908,TSSK4,0,5.9014,0,16.9741,0,7.312,1.8566,0,0,58.2072,3.6442,0,9.0953
ENSG00000139910,NOVA1,0,0,0,0.5331,0,1096.9599,2.4104,447.9976,0,471.4234,0.6732,0,80.448
ENSG00000139914,FITM1,0,0,4.4777,0.6538,0,107.6068,0,15.2504,0.9226,85.4635,0,0,1.4226
ENSG00000139915,MDGA2,0,0,0,0.4928,0,0,1.8277,3.6924,0,2.4106,1.35,0.4641,0
ENSG00000139921,TMX1,3.8417,6.3632,12.7244,17.2493,1.75,126.1635,243.6602,25.6017,2.7188,556.722,11.4292,165.1567,41.8812
ENSG00000139926,FRMD6,1.011,10.2495,502.2519,426.1599,0,117.3318,51.2334,42.0016,89.6929,429.8621,3.1818,16.4127,29.8103
ENSG00000139946,PELI2,0,0,4.5963,534.4418,1.3801,20.1113,238.2751,0.3302,0.6218,453.5847,1.2161,0,41.6589
ENSG00000139970,RTN1,0,0,0,19.8989,0,2.4943,0,0,81.6784,130.0109,0,21.0125,13.6017
ENSG00000139971,C14orf37,0.186,0,0,0.1907,0,37.3191,1.9808,23.253,0,58.9138,2.5736,71.8279,9.0143
ENSG00000139973,SYT16,0,2.7522,0,0.7759,0,2.5767,0,2.2366,0,10.0234,0,1.8118,6.4197
ENSG00000139974,SLC38A6,5.229,12.0988,2.5811,6.1996,30.1114,82.9401,270.6578,43.7025,2.5312,25.2183,7.2346,55.8747,29.2263
ENSG00000139977,NAA30,57.2168,0,32.9458,664.8681,0,363.8832,3.4196,12.805,0.4012,436.921,3.9455,128.691,30.8037
ENSG00000139985,ADAM21,0,0,0,0,0,1.355,4.7455,0,0,0,0,0,0
ENSG00000139988,RDH12,0,0,0,8.2439,0,5.4416,20.1051,6.7784,19.9923,49.6701,65.2725,0,2.9936
ENSG00000139990,DCAF5,44.9791,5.8919,5.2109,453.8793,0,409.2893,483.5886,96.2448,36.4582,100.0267,1221.8319,81.9891,86.3304
ENSG00000139998,RAB15,0.6052,1.4056,1.3932,21.8042,0,330.1933,963.3128,108.8295,14.2716,32.4837,6.4471,0.4493,74.9102
ENSG00000140006,WDR89,0.8985,2.1499,0,881.0527,1.1467,117.183,194.25,37.2218,1.191,209.3809,2.116,0.5551,16.7701
ENSG00000140009,ESR2,0,1.7424,0.7962,8.3334,1.3959,10.2565,93.1197,12.6356,0,53.2944,3.9491,0.9031,15.2105
ENSG00000140015,KCNH5,0,0,0,27.7561,0,0,1.2783,0.7167,0,0,0,0,0
ENSG00000140022,STON2,16.1703,0.8714,0.7891,13.8237,0,76.5073,1.1186,0.7086,1.293,18.669,2.6376,15.5076,7.6757
ENSG00000140025,EFCAB11,0,0.8059,0,5.5515,0,84.6352,2.2064,15.1972,11.2668,285.8685,0,227.6515,4.4823
ENSG00000140030,GPR65,0,0,1.1234,0.8228,0,15.4852,0,1.7258,0,152.2538,153.7159,0,0
ENSG00000140043,PTGR2,0.3826,3.623,1.0132,13.5732,2.1495,281.8007,428.9796,93.1157,3.365,29.9713,70.5515,118.5298,7.803
ENSG00000140044,JDP2,1.9983,0,4.4733,589.8233,0,132.8736,107.6648,567.8276,0.6608,129.5313,191.0536,44.5472,0.3048
ENSG00000140057,AK7,0,21.0524,1.6261,6.6989,0,29.7447,0,8.7089,1.8669,45.5001,0,16.824,0
ENSG00000140067,FAM181A,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140090,SLC24A4,0,7.9307,1.7514,4.2949,0,1.285,3.1325,1.3693,2.4314,18.7439,35.9429,1.6721,7.0529
ENSG00000140092,FBLN5,0.6255,4.3736,0,1241.628,0.939,111.3188,7.2022,470.6318,299.5243,5685.9032,240.5418,11.0712,0.823
ENSG00000140093,SERPINA10,19.0081,47.4998,47.5053,8.9251,1.3753,164.7957,368.9787,30.463,10.5806,1213.5316,342.5002,118.6865,6.3076
ENSG00000140104,C14orf79,0,0,0,0.2551,0,192.3426,95.6978,8.7708,0,186.0396,31.9141,70.4605,1.3571
ENSG00000140105,WARS,18.5418,595.2378,290.0153,15.7194,1.4888,682.3431,7.821,1021.2989,9.8153,921.1797,537.4463,57.1183,0
ENSG00000140107,SLC25A47,4.4229,899.3633,938.9912,0,0,18.9439,1131.179,45.4121,152.7193,1964.8408,70.8141,76.424,0
ENSG00000140153,WDR20,7.2107,185.3725,0,41.3991,0,149.2042,262.8345,273.9396,9.732,145.1335,27.9918,36.5702,0
ENSG00000140157,NIPA2,1.6421,11.932,36.3951,53.6911,0,225.7898,182.1677,1.0555,13.3688,419.9207,2.9925,11.837,13.2443
ENSG00000140199,SLC12A6,0.3254,51.5478,3.5683,13.0441,1.1144,207.3878,419.955,5.7211,2.8654,3.3078,21.0128,297.3716,182.9158
ENSG00000140254,DUOXA1,0,0,0,20.2112,0,0.8603,0,0,0,34.4441,0.8772,0,0
ENSG00000140259,MFAP1,19.2426,112.0275,0.8584,419.3912,0,402.084,0.6122,1275.2756,0,389.0379,424.3422,186.4316,29.3781
ENSG00000140262,TCF12,4.6153,553.4449,936.4186,981.4298,0,823.0319,292.7534,218.4925,12.8185,1009.0669,327.1492,35.9263,376.8873
ENSG00000140263,SORD,5.3703,1693.4512,2019.3855,103.989,2.4067,1506.9703,507.1037,3339.6307,82.5164,844.3888,1379.8675,1671.3304,63.729
ENSG00000140264,SERF2,83.995,355.1312,149.5978,3899.4241,2.0264,7838.6869,183.7924,6164.8326,2722.4822,9197.1414,4044.1888,5049.1697,135.9736
ENSG00000140265,ZSCAN29,2.5244,17.3463,7.4158,4.0933,1.0535,98.4619,49.7499,70.2039,14.213,139.4126,9.149,75.4654,87.8543
ENSG00000140274,DUOXA2,0,0,0,35.5882,0,3.9249,0,0,0,98.6455,5.1125,0,0.9824
ENSG00000140279,DUOX2,0,0,4.8913,5.8926,0,9.4731,0.7009,0.2715,0,801.3134,49.4135,1.5913,5.7093
ENSG00000140280,LYSMD2,0,13.3272,68.5716,575.3454,0,20.7137,0,0,3.8817,905.1978,0.9772,0,1.7261
ENSG00000140284,SLC27A2,206.0609,1903.029,2091.4688,12.5803,1.2993,50.4424,730.7454,0,117.0345,534.4597,631.2315,17.0092,13.7688
ENSG00000140285,FGF7,6.0794,0,9.0223,254.2962,0.9215,63.1278,547.0623,12.9349,0.418,854.3198,4.5648,21.0166,10.3542
ENSG00000140287,HDC,0,1.4209,5.7732,566.0392,0,22.0201,67.0781,0,0,81.9941,0,0,1.3077
ENSG00000140297,GCNT3,0,8.5506,2.0473,1.0152,0,251.6297,89.178,0.7969,0,109.7968,0.9357,2.5243,8.8895
ENSG00000140299,BNIP2,1020.0733,595.2767,55.7495,2204.1189,0.8633,375.6174,160.1854,85.1451,17.0746,3113.9766,41.1728,2.1544,85.8051
ENSG00000140307,GTF2A2,1.0825,20.0489,0.969,42.3813,0,376.9253,257.2041,597.0612,33.9655,817.0611,86.3493,4.2009,16.4118
ENSG00000140319,SRP14,126.1281,188.9671,49.8261,2139.3853,0.7045,4027.5934,917.704,1018.1923,611.032,4185.1133,792.7965,830.0764,49.4074
ENSG00000140320,BAHD1,0,28.916,46.4075,99.7348,0,322.2793,0.8221,55.3064,9.8881,231.2838,42.9857,74.609,45.3262
ENSG00000140323,DISP2,0.5821,1.1818,6.0249,1.1171,3.7048,119.385,1.4978,4.8404,0,394.7179,1.0907,3.6287,5.5751
ENSG00000140326,CDAN1,0.3923,0,1.1027,9.4532,0,242.207,217.4793,11.7759,0,144.5463,411.9941,410.6672,23.0975
ENSG00000140332,TLE3,0,109.4814,11.8999,254.7103,9.6871,369.3429,1828.6465,2.7811,0,1132.2207,1.4004,61.3249,69.4471
ENSG00000140350,ANP32A,191.6481,192.413,37.7165,3875.7644,0.7635,1462.2763,1161.1512,220.1921,26.5712,1690.6825,125.6733,11.209,106.2053
ENSG00000140365,COMMD4,40.6152,2.1064,8.4833,2341.5206,6.8835,739.22,3222.2242,3754.4417,848.2428,1488.9026,154.0003,49.9844,20.029
ENSG00000140367,UBE2Q2,314.9717,0,46.7765,124.4389,0,185.4161,666.093,255.1564,9.4989,464.8726,2.2386,114.8906,12.0456
ENSG00000140368,PSTPIP1,0,0,0,0,0,58.9083,464.7864,107.1439,2.4713,92.3448,0.7926,133.4408,9.9829
ENSG00000140374,ETFA,921.0023,399.5073,588.5845,1319.3999,0,991.2754,3485.2637,91.0403,1141.0551,1122.1423,12.937,142.6878,20.9891
ENSG00000140379,BCL2A1,7.5946,0,39.4468,5.2001,0,37.6474,117.533,25.583,0,50.5845,2.4274,0,2.5154
ENSG00000140382,HMG20A,58.7809,226.92,209.558,171.2992,0,334.4398,770.4875,253.6085,19.2363,149.8026,10.2613,320.3161,95.7253
ENSG00000140386,SCAPER,111.7758,47.3495,3.9505,284.6438,0.861,325.3658,1606.5469,46.7209,13.5805,750.7981,4.4329,0,68.6647
ENSG00000140391,TSPAN3,32.9184,100.4647,52.7006,1861.9338,7.0709,1242.7398,2161.7347,656.3717,10.7433,2907.8613,11.1598,1188.3995,143.8184
ENSG00000140395,WDR61,1.8299,9.5517,132.6368,24.9032,0,242.723,365.0862,950.1773,68.4165,247.4257,74.3218,446.8753,7.2396
ENSG00000140396,NCOA2,4185.0548,4.5492,582.242,127.3656,420.6245,293.0749,56.0488,242.5193,47.906,116.4652,240.7769,12.0381,482.8876
ENSG00000140398,NEIL1,0,3.5508,19.4188,731.3978,0.5403,136.8479,2348.2486,68.5293,0.6666,1117.3987,238.052,89.2017,13.7263
ENSG00000140400,MAN2C1,275.2471,0,19.0402,1493.3066,0.6539,515.3963,4066.1132,1340.3896,78.4799,2682.2141,372.9148,295.2019,68.3484
ENSG00000140403,DNAJA4,0,8.7875,14.7301,195.1704,0,326.7418,254.4526,0,0,110.6737,62.0597,19.8059,59.2877
ENSG00000140406,MESDC1,12.45,1.2887,233.3997,0.8364,0,128.7656,694.0231,30.2521,1.2572,501.6558,2.4376,170.206,20.7484
ENSG00000140416,TPM1,779.4462,387.3534,7.4884,9176.9628,0,595.1716,720.3202,28.3977,1214.5555,10342.1543,680.7308,4.5254,200.418
ENSG00000140443,IGF1R,0,0,14.1537,513.977,0,153.5014,291.0967,242.1527,163.3274,109.7832,1.0198,89.2645,185.729
ENSG00000140450,ARRDC4,0,185.5157,178.0303,63.8834,0,125.7464,257.3233,52.3807,29.5441,17.5149,0,39.5834,20.4154
ENSG00000140451,PIF1,0,0.5486,0,21.5328,1.5877,26.2249,0,14.4642,3.9348,159.412,19.5126,2.6851,9.2082
ENSG00000140455,USP3,257.2591,140.8768,88.1035,1376.2967,0.3707,487.9543,3.6141,1.7667,0,2043.7943,167.9433,805.3672,50.6475
ENSG00000140459,CYP11A1,0,5.2947,1.8954,503.0915,0,2694.8674,1.2774,0,10.2895,63.9603,6.2444,2.3011,42.524
ENSG00000140463,BBS4,40.9671,16.8097,15.4364,22.7915,0,86.4684,0.5179,123.4798,0.5822,389.5268,202.3766,187.8162,72.5783
ENSG00000140464,PML,0,17.5127,103.0418,105.8679,0.6335,349.4309,775.129,1224.1849,84.7881,5200.6157,54.3939,1.3154,54.5773
ENSG00000140465,CYP1A1,693.8053,68.3436,163.7421,0.3419,0,119.4725,101.6532,0,90.912,5.9797,1317.0234,3.6971,42.2651
ENSG00000140470,ADAMTS17,272.3179,0,143.3886,100.8758,0,67.6878,65.6768,59.4242,2.3529,1.4959,0,0.4865,8.1493
ENSG00000140471,LINS1,7.3479,0,82.1593,11.8717,0.4748,64.7748,215.5482,107.8311,0.4664,11.9871,0.8613,124.2591,40.6967
ENSG00000140474,ULK3,60.3035,10.7228,136.1692,399.5431,0.6362,441.5806,2230.8548,38.8304,272.7912,1499.6896,541.9182,50.3864,50.5071
ENSG00000140478,GOLGA6D,0,0,0,0,0,0,3.9168,0,0,1.2111,7.9688,0,0
ENSG00000140479,PCSK6,338.7763,93.2134,465.1362,3561.1552,3.1214,431.6797,942.4552,109.0913,264.4819,83.6181,214.8575,723.596,106.6743
ENSG00000140481,CCDC33,0,0,0,0,0,10.0118,0,0,0,1.5134,0,0,0
ENSG00000140488,CELF6,2.6057,0,5.5031,0.467,0,9.3003,0.7688,0.48,0,128.1511,143.714,0,8.7611
ENSG00000140497,SCAMP2,296.7646,134.8032,453.3424,304.6021,0,645.7989,840.1557,127.6579,778.3728,1865.0426,249.7119,184.3946,35.5035
ENSG00000140505,CYP1A2,169.5274,338.4513,3514.3237,1.5483,1.2767,10.4,1685.1517,2.2948,251.9905,276.5059,81.2358,3.1867,12.1992
ENSG00000140506,LMAN1L,1.5077,0,0,0,0,0,0,0,0,0.2735,0,0,0
ENSG00000140511,HAPLN3,0,15.4692,5.8371,79.2288,0,37.9712,54.778,75.344,0.6811,3.4134,53.7516,18.2278,4.8428
ENSG00000140519,RHCG,0,0,1.0444,0,0,2.31,8.7482,0,0,0,51.6694,0,0
ENSG00000140521,POLG,30.8667,83.1908,94.9569,86.395,3.6739,404.8155,243.6664,132.3241,336.3572,148.963,247.087,204.5041,44.8019
ENSG00000140522,RLBP1,0,2.3083,0,0,0,0.7952,0,0,0,0,0,0,0
ENSG00000140525,FANCI,0,30.3493,8.6716,15.2556,5.0342,161.3543,22.4374,43.82,0.4482,200.7802,4.2103,34.6979,15.293
ENSG00000140526,ABHD2,3772.3616,1642.7037,4641.0925,16.6327,0.7292,997.8411,511.0591,59.8109,41.7194,1497.0729,296.023,56.9694,281.604
ENSG00000140527,WDR93,0,0,0,8.4718,1.1369,7.7309,2.6827,9.5482,3.0617,3.7467,4.3208,0.6626,2.037
ENSG00000140534,TICRR,0,0,5.4763,64.618,0,18.1712,43.8905,41.6064,0,17.8439,7.4843,160.7795,14.0429
ENSG00000140538,NTRK3,0.3634,11.6573,31.952,583.8864,1.3909,11.5407,0,4.9287,734.46,1133.145,8.0558,1.4016,5.5587
ENSG00000140543,DET1,0,37.4534,33.1144,3.6273,0,45.7459,2.1223,119.0906,0.7614,85.3421,72.5136,24.0027,19.1492
ENSG00000140545,MFGE8,0,12.6885,11.7381,2588.9944,0,642.1354,139.8565,1633.0131,39.5682,24.5717,209.9161,1138.2192,75.5878
ENSG00000140548,ZNF710,0,34.6988,4.6261,0.1704,0,243.4405,124.5077,5.7281,105.9077,423.4226,25.67,336.8395,64.6776
ENSG00000140553,UNC45A,5.9382,0,4.2513,171.0084,0,323.4692,343.6795,365.9597,18.9165,969.7571,31.0929,23.4254,41.024
ENSG00000140557,ST8SIA2,0,0,0,23.1082,0,0,0,91.9214,0.4782,0,0,0,0.9401
ENSG00000140563,MCTP2,0,3.3047,34.2847,120.1703,2.4232,23.9184,6.6494,0.3578,0.6852,141.7568,0.6756,63.0402,23.4544
ENSG00000140564,FURIN,1158.9494,9.1117,409.5122,34.1739,0,414.223,351.698,290.3949,305.1055,1442.0349,475.3961,470.7453,107.1082
ENSG00000140575,IQGAP1,1187.6344,14.3063,775.0298,168.3524,0,278.3911,1341.6807,277.2883,39.2177,715.9013,459.6755,446.2937,182.4115
ENSG00000140577,CRTC3,51.6641,0,75.1536,264.434,0,145.2962,706.9578,24.4725,52.7196,15.075,85.0957,82.299,124.6587
ENSG00000140598,EFL1,0,0,43.2445,2.0036,0.7198,169.509,962.9456,25.3914,0,267.0442,17.0161,13.9133,44.0583
ENSG00000140600,SH3GL3,0,0,0,0.3877,0,5.417,0,0.9002,0,2.8346,3.7476,1.0342,0
ENSG00000140612,SEC11A,148.2994,258.3711,756.1452,392.239,1.7205,1220.0762,409.6665,648.4748,517.5938,1260.1824,53.9602,892.561,40.069
ENSG00000140623,SEPT12,0,0,0,0,0,0,0,1.8484,0,0.864,0,10.5089,0
ENSG00000140632,GLYR1,8.7746,7.5837,3.6601,218.3847,95.2951,95.0385,818.309,101.9669,2.5199,433.1823,423.2071,164.7643,97.7624
ENSG00000140650,PMM2,17.7847,8.2907,7.065,525.2071,66.5998,33.1825,3.4279,15.9993,25.464,9.9573,87.1281,533.1642,55.6343
ENSG00000140675,SLC5A2,1.3192,0,0,0.484,0,0,0,0,13.9912,0,5.7956,13.2732,0
ENSG00000140678,ITGAX,0.3131,11.6811,291.4285,280.515,37.0916,9.8779,335.6085,325.6029,1.3039,555.1684,725.9426,3.186,159.9593
ENSG00000140682,TGFB1I1,0,2.1553,0,5595.6699,4.0786,0.9572,237.9483,122.8019,0,187.5013,60.4406,42.5016,11.256
ENSG00000140688,C16orf58,0.5161,0,3.2768,1201.3104,166.5996,0,121.7809,28.6335,16.2161,760.7874,2088.5972,887.5236,71.2062
ENSG00000140691,ARMC5,0.9192,0,1.1337,0.5419,40.6341,0,57.4377,4.7764,0,8.4382,118.5624,14.6806,5.4548
ENSG00000140694,PARN,4.2173,174.181,0,54.6785,19.4115,8.6457,69.0287,25.874,0.1142,105.4019,38.3146,113.4127,19.2033
ENSG00000140718,FTO,11.249,158.0417,34.0185,2116.8801,78.3013,38.7314,24.6509,88.3055,5.3926,424.1009,116.9096,270.0116,113.7645
ENSG00000140740,UQCRC2,34.4142,527.598,95.3302,216.2204,97.8755,19.3298,603.0724,398.8222,1396.9844,471.3349,445.1495,794.7633,77.4731
ENSG00000140743,CDR2,6.4537,0,15.5074,7.4539,34.7137,0,176.234,60.9017,42.3943,365.3651,146.3148,19.6617,33.8844
ENSG00000140749,IGSF6,1.2265,130.9781,308.2339,0.4381,2.1883,7.0275,7.6148,61.5268,89.7765,10.0456,194.8018,22.1078,51.4043
ENSG00000140750,ARHGAP17,3.2067,62.3985,19.0023,88.5653,35.9157,132.552,649.8564,686.3323,39.2143,245.2192,159.8446,176.0052,94.7405
ENSG00000140795,MYLK3,0,30.3487,10.9038,4.8394,13.081,12.2213,21.7517,10.8493,53.0467,108.0346,81.346,8.6135,38.8183
ENSG00000140798,ABCC12,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140807,NKD1,12.4312,0,43.4539,3699.8752,1839.2237,1890.3048,2.7293,11607.8589,18.5762,15.6406,3370.1746,9293.7279,13.7783
ENSG00000140829,DHX38,0,50.4131,233.6758,2593.1159,47.058,340.8683,73.3661,894.1835,9.8314,330.3849,249.7614,57.232,58.8233
ENSG00000140830,TXNL4B,1.9534,0,96.9264,420.8825,6.4992,165.9455,0.4895,0.9105,11.7439,6.02,44.6086,51.1701,11.711
ENSG00000140832,MARVELD3,15.9449,5.4259,5.0707,7.7228,29.8651,27.3163,2.8863,43.8877,11.4278,370.5803,5.0643,119.2776,9.7747
ENSG00000140835,CHST4,0,1.2432,0,50.8184,5.3216,0,22.0173,0,56.8382,1825.3573,0,0,0
ENSG00000140836,ZFHX3,26.9578,18.8779,474.5997,554.7399,366.8048,550.8724,7.7829,150.4451,1.7658,514.2331,495.8309,926.3635,186.5908
ENSG00000140839,CLEC18B,0,0,1.3531,1.0523,0.7007,0,0,6.2193,17.8395,26.0003,0,7.6634,0.0662
ENSG00000140848,CPNE2,9.7488,7.0652,0,390.4004,24.0643,1.485,59.0545,4899.991,1124.5759,253.9562,22.215,0.5175,1.1014
ENSG00000140853,NLRC5,0,29.0297,2.2599,240.9071,8.7118,0.3469,68.364,1794.6942,609.9401,261.1559,90.1079,0,3.6265
ENSG00000140854,KATNB1,0,0,1.1698,13.1562,5.149,16.5011,11.0322,4.0647,0,33.7666,2.7987,51.4375,5.9922
ENSG00000140859,KIFC3,3.8708,5.0741,0,246.8363,29.0869,77.1534,375.6391,43.4749,71.2547,175.2245,77.1588,195.4256,52.2526
ENSG00000140873,ADAMTS18,0,0,0,33.1155,1.189,22.9134,0.7006,0.5689,0,20.86,27.2385,14.535,35.7609
ENSG00000140876,NUDT7,12.8266,1.7712,41.5954,29.4469,3.7587,28.9606,5.6351,0,5.433,124.7662,21.3596,68.4912,0
ENSG00000140905,GCSH,3.8554,15.7596,97.5107,69.6134,6.9736,344.0278,9.0003,627.608,103.0867,164.8413,146.1557,541.1875,11.2603
ENSG00000140931,CMTM3,0,0.5339,0,753.7609,28.0375,1.7082,3.1752,757.0544,88.5932,1270.8324,56.2337,422.4757,33.746
ENSG00000140932,CMTM2,0,0,0,9.2942,0,0,0,14.3811,0,0.5506,0,2.924,0
ENSG00000140937,CDH11,0,5.3337,0,142.2975,11.5656,18.6379,32.9409,284.5572,27.9043,617.2752,54.8792,42.6964,45.6458
ENSG00000140939,NOL3,0,0,0,3.9865,2.4873,0,12.6628,5.7359,120.407,222.2855,1.1378,4.6313,3.5776
ENSG00000140941,MAP1LC3B,200.4942,10.7092,217.1948,173.144,31.5328,818.9737,395.9198,114.0679,166.171,1085.6211,420.9,412.2495,129.9149
ENSG00000140943,MBTPS1,258.4419,188.5499,295.3055,869.7593,99.0223,834.0769,262.6851,170.8921,186.5836,360.1301,69.7305,851.5948,105.4701
ENSG00000140945,CDH13,0,6.1732,0.4456,461.0644,26.6918,73.5933,27.2635,37.1687,55.4728,392.6396,21.6622,53.356,9.5305
ENSG00000140948,ZCCHC14,13.9439,17.1737,844.7302,218.8243,255.7455,448.3749,617.1768,179.8903,2.2125,271.5657,583.8858,170.885,231.1787
ENSG00000140950,TLDC1,33.5443,7.4419,1.2596,59.9024,15.0417,332.9934,18.2878,2.9248,0,26.1174,4.1779,74.5565,29.8389
ENSG00000140955,ADAD2,0,0,0,0,0,0.639,0,0,0,0,0,0,0
ENSG00000140961,OSGIN1,10.8515,10.9531,53.1657,11.9073,24.2211,103.8935,262.8184,132.3317,12.0472,26.4316,840.7245,37.8646,27.709
ENSG00000140968,IRF8,5.6159,10.291,22.0741,678.7019,27.6469,194.6622,1.4797,0.2233,1.1555,301.3476,331.5367,1.1338,51.2229
ENSG00000140983,RHOT2,0,1.3809,1.2324,1208.4693,55.5603,524.3015,3724.3887,4579.0643,303.5038,6.1514,576.6901,173.1063,67.2533
ENSG00000140986,RPL3L,0,0,2.1377,0.4949,0,4.7316,1.5243,4.4269,1.2145,1.6238,0,4.2677,1.9547
ENSG00000140987,ZSCAN32,0,0,0.7727,75.2836,15.0222,22.285,0.5518,0.5887,0,21.5349,71.0453,0,14.9014
ENSG00000140988,RPS2,706.6176,171.5543,40.6816,16422.6055,535.1443,3004.2205,1246.4415,26194.223,5275.874,8300.2529,8509.7798,7596.0676,315.2057
ENSG00000140990,NDUFB10,0,3.1015,2.9699,240.1112,10.0538,685.5705,4.5697,778.2408,51.4773,48.4725,213.822,38.8943,8.0648
ENSG00000140992,PDPK1,35.9338,3.642,0.3618,54.8923,208.9308,323.8309,43.0544,63.4744,0.7229,93.2128,30.0593,256.4046,213.3933
ENSG00000140993,TIGD7,0,0,0,9.5267,13.3901,10.2072,9.3393,0,0,0.7967,0,0,21.8745
ENSG00000140995,DEF8,123.1766,108.1813,44.3156,283.2929,11.356,397.099,244.9675,662.441,126.6626,32.1184,455.1506,70.7621,41.8276
ENSG00000141002,TCF25,32.4475,392.2188,276.7819,739.7869,82.5933,2422.8265,266.5539,84.7,137.5896,499.2158,367.9364,194.1545,126.981
ENSG00000141012,GALNS,5.2614,0.9665,4.3214,191.3225,20.7371,81.2422,58.1364,274.1924,0.5196,308.1498,269.8216,549.5603,41.3774
ENSG00000141013,GAS8,4.6038,0.9746,11.4474,33.8543,11.1139,203.6779,0,110.5044,12.6944,84.9799,134.3788,7.0732,51.9002
