AFP 	 0.2822681051618589 	 4.6963544019071433e-11
HAMP 	 0.14499455046059145 	 0.0008723435582987864
CYP3A4 	 0.2228280393674619 	 2.5564310535543717e-07
CRP 	 0.1465663898314687 	 0.0007647822890397493
NAT2 	 0.0965270010597989 	 0.027140657815752436
SDS 	 0.16653131846040922 	 0.0001282750669569749
CYP1A2 	 0.2135406255234278 	 8.07639553718588e-07
TERT 	 0.09136518598900284 	 0.03654377274098227
CYP1A1 	 0.25865164814710134 	 1.8641395784887165e-09
REG3A 	 0.17754311856442512 	 4.370713403250488e-05
NQO1 	 0.12875963328668874 	 0.003150040534894046
UGT1A9 	 0.17759107609590416 	 4.349635828168601e-05
F9 	 0.2712649793525104 	 2.728496682723817e-10
DLK1 	 0.19833942251500597 	 4.764900554318419e-06
CYP2B6 	 0.24928550054703907 	 7.279637408739787e-09
ADH1C 	 0.281014036564782 	 5.762082342920468e-11
