UROC1	0.4019	0.0000
NQO1	0.3806	0.0000
SDS	0.3765	0.0000
HPGD	0.3684	0.0000
HAL	0.3676	0.0000
DHRS2	0.3635	0.0000
BBOX1	0.3625	0.0000
OGDHL	0.3610	0.0000
HMGA2	0.3600	0.0000
ACADL	0.3595	0.0000
ADH1C	0.3541	0.0000
GCK	0.3522	0.0000
HSD11B1	0.3500	0.0000
AKR7A3	0.3491	0.0000
PON1	0.3454	0.0000
RBP2	0.3454	0.0000
LGSN	0.3445	0.0000
ANXA10	0.3439	0.0000
AKR1D1	0.3436	0.0000
IDO2	0.3420	0.0000
TTC36	0.3415	0.0000
MME	0.3411	0.0000
THRSP	0.3350	0.0000
TERT	0.3319	0.0000
ALDOB	0.3286	0.0000
TDO2	0.3268	0.0000
CYP1A1	0.3244	0.0000
CACNG4	0.3181	0.0000
STRA6	0.3175	0.0000
CST4	0.3173	0.0000
UBE2C	0.3164	0.0000
TRPM8	0.3143	0.0000
CYP1A2	0.3138	0.0000
PPP1R1A	0.3123	0.0000
AFP	0.3103	0.0000
SRD5A2	0.3088	0.0000
CYP26A1	0.3088	0.0000
DPEP1	0.3088	0.0000
PRAME	0.3086	0.0000
CA4	0.3053	0.0000
CNDP1	0.3039	0.0000
RNF165	0.3038	0.0000
MUCL1	0.3035	0.0000
ZG16	0.3023	0.0000
RDH16	0.3003	0.0000
TAT	0.3001	0.0000
CSN2	0.2982	0.0000
DKK1	0.2940	0.0000
SLN	0.2937	0.0000
CYP2C8	0.2932	0.0000
USP2	0.2930	0.0000
CRABP2	0.2925	0.0000
MT1H	0.2911	0.0000
IGFALS	0.2881	0.0000
NAT2	0.2872	0.0000
CYP2B6	0.2857	0.0000
TINAG	0.2846	0.0000
CCNO	0.2842	0.0000
CRYAA	0.2839	0.0000
SLC22A1	0.2817	0.0000
CYP2C19	0.2809	0.0000
BIRC7	0.2807	0.0000
SLC1A1	0.2800	0.0000
NNMT	0.2789	0.0000
PENK	0.2754	0.0000
CYP3A4	0.2745	0.0000
SLC3A1	0.2724	0.0000
HAMP	0.2694	0.0000
CFHR3	0.2692	0.0000
GBA3	0.2685	0.0000
PGC	0.2630	0.0000
PI16	0.2590	0.0000
CHGB	0.2578	0.0000
GLS2	0.2552	0.0000
HAO2	0.2526	0.0000
CYP2A13	0.2508	0.0000
CCDC33	0.2490	0.0000
INA	0.2470	0.0000
C9	0.2465	0.0000
PIGR	0.2457	0.0000
MT1G	0.2433	0.0000
CRP	0.2426	0.0000
TBX15	0.2396	0.0000
TBX5	0.2382	0.0000
DEFA5	0.2362	0.0000
ZIC4	0.2349	0.0000
ASPG	0.2338	0.0000
KCNN2	0.2336	0.0000
PGLYRP2	0.2304	0.0000
APOF	0.2298	0.0000
NAT8L	0.2297	0.0000
NRG1	0.2291	0.0000
LMO1	0.2284	0.0000
VNN1	0.2274	0.0000
HRG	0.2261	0.0000
F9	0.2251	0.0000
SLPI	0.2248	0.0000
REG3G	0.2213	0.0000
DLK1	0.2207	0.0000
MFSD2A	0.2174	0.0000
CA7	0.2171	0.0000
HOXA11	0.2130	0.0000
CLEC1B	0.2122	0.0000
PRSS22	0.2120	0.0000
LRRC52	0.2112	0.0000
EVX1	0.2087	0.0000
CYP2A7	0.2081	0.0000
HOXD1	0.2071	0.0000
PLP1	0.2066	0.0000
IL1RAPL2	0.2061	0.0000
BCO2	0.2036	0.0000
REG3A	0.2034	0.0000
MOGAT2	0.2024	0.0000
VAX2	0.2021	0.0000
GRPR	0.2016	0.0000
ODAM	0.1983	0.0000
FCAMR	0.1969	0.0000
SPINK4	0.1966	0.0000
IHH	0.1958	0.0000
CLRN3	0.1948	0.0000
PRSS2	0.1916	0.0000
COL11A2	0.1914	0.0000
CHRNA3	0.1906	0.0000
CAMK2B	0.1894	0.0000
BMP10	0.1707	0.0000
GREM2	0.1701	0.0000
SST	0.1664	0.0000
GABRQ	0.1655	0.0000
FETUB	0.1620	0.0000
XDH	0.1620	0.0000
IGDCC3	0.1608	0.0000
HABP2	0.1601	0.0000
GABRA4	0.1568	0.0000
CYP2A6	0.1503	0.0000
GNG4	0.1456	0.0000
SLC10A1	0.1431	0.0000
SLC6A2	0.1397	0.0000
GLYAT	0.1379	0.0000
FGF4	0.1345	0.0000
CPA2	0.1199	0.0000
EDDM3A	-0.0816	0.0000
