gene,t-statistic,adj_p-value,effect size
ZCCHC12,2.7952524729389743,0.007136469444225395,0.5093419193552012
PAFAH1B3,2.7819600941851172,0.007274480664259067,0.5093438481286353
SPATA25,2.672124775962273,0.00900301679040559,0.5093454825148427
EIF2B1,2.693643932131562,0.00857166264465957,0.5094606471110024
SLC39A4,2.8065356740162435,0.007014659099040047,0.5096076039983151
ELAVL2,2.6982850173467265,0.008474310346290518,0.5098566683034146
SMTN,2.688465779914129,0.008654624406838288,0.5101051265383347
CDCA7L,2.778191813496971,0.007274233045659884,0.5101917275925086
NPRL3,2.7091599282435403,0.008266582223559108,0.510270017323108
DDHD1,2.6846476397837296,0.008724923347598364,0.5103256377319616
PRKCZ,2.738180601424736,0.007794045510486386,0.5103372628906124
CPPED1,2.715829456557664,0.0081490126642119,0.5103538668916457
HECTD2,2.6834848580211785,0.008747362528164902,0.5103647341830525
DOK1,2.698128224905687,0.008462828286986699,0.5103933388807533
CDRT4,2.711588379303349,0.008218051381403389,0.5104760224246901
ACTL6A,2.7481501497567553,0.007639194232582289,0.5106078264299082
CBLN4,2.7904558187305275,0.007115601278675455,0.5106608151239809
POLR3A,2.762470554875747,0.007441027197406538,0.5107280710234765
TDH,2.6855219832872206,0.008698071479263002,0.5107426917786202
NLGN2,2.7825574857961897,0.007193420866422233,0.5108342945112074
MAST4,2.6894682005365342,0.008617717762217772,0.5108356011454878
ZWINT,2.8087962782805582,0.006923187803610464,0.5108566668512969
CNTD1,2.7481794852968022,0.007627571297261122,0.5108931852121122
ALOX15,2.749487712263884,0.007609066609872579,0.5108944475264762
HDAC1,2.6872198527997417,0.008659899269870973,0.5109353480551727
INTS3,2.6484856731806694,0.009507195304041226,0.5111236685272074
COG8,2.754372378937783,0.007531386113259658,0.5111437037709505
PHF12,2.6722787797361307,0.008964813629669572,0.5111485442256126
ZNF891,2.7586064146896874,0.0074711369123113556,0.5112168453834858
PNMT,2.788389533367145,0.0071077169747436565,0.5112632072673243
PIK3CD,2.7018285217027542,0.00837074573972173,0.5112880315517362
ZMYND8,2.78600703213359,0.007132729537447509,0.5112893070288682
MSANTD2,2.692036599748982,0.008555883729289436,0.5113367397007661
NDUFA4L2,2.794565076775907,0.0070361222993279415,0.5113730279483025
ELP3,2.7326359358586028,0.007841720996748623,0.511377411046177
RFC3,2.7896269819798842,0.007088466977507643,0.5113803603698824
CRTC1,2.686009856800644,0.008674271151528037,0.5113882158672364
TCOF1,2.801068010092333,0.006968191929611901,0.5114001437731429
ACBD7,2.8137049188173497,0.006837516029068395,0.5115908059672091
RPRD2,2.726144186639843,0.007938194004538658,0.5116019271372773
DUSP15,2.7976345533815046,0.006992088302360939,0.5116122187897195
CNOT3,2.6591243783015592,0.009250377809608462,0.5116230298706923
FOXN3-AS1,2.7159500089503505,0.008108692221638047,0.5116259760948769
EPB41L4A-AS1,2.72997752583466,0.007875374664631434,0.5116302351197041
FBXO46,2.6856594949915054,0.008670356683701197,0.5119204161178907
RIBC2,2.8012837637949466,0.0069277580894250256,0.5121430270387275
SBF1,2.6829331290618206,0.00872160542555338,0.5121571214604206
FAM53C,2.7276540122863673,0.007895989152071906,0.5121611157399194
WASH2P,2.7167265038087205,0.008079496597927976,0.512178340616818
ROR1,2.8093623238993994,0.006841203776133852,0.512273633476704
ZKSCAN5,2.720860265942736,0.008003932756056592,0.512337832693011
LRP1,2.702366526925875,0.008332975215229107,0.5124074742442374
MBTPS1,2.7324666040040255,0.00780933662914818,0.5124447331151339
IPO11,2.7289150067152432,0.007865561156387485,0.5124794022377553
TSPY26P,2.819934305786312,0.006731217362342591,0.5125050257038624
CNTNAP3B,2.7575889080487617,0.007427042277087429,0.5126796149516692
SUV39H1,2.7693038353485386,0.007262638454073313,0.5128778274718633
SLC41A1,2.6947916407355725,0.008467952556963672,0.512883318515533
NKAIN1,2.8271239669380686,0.006646389907312455,0.5129120060964869
TPT1-AS1,2.6865530325841522,0.008632362788861533,0.5129380128609369
GPX2,2.8050921613748208,0.006848387825012456,0.5129523081848395
FDPS,2.719975461324959,0.008000235020654585,0.5130063389713044
PRDM4,2.7392841903297787,0.007683053737110565,0.5130335031852603
CDKAL1,2.7255036511890807,0.007905231168129394,0.5130396702251869
RFWD3,2.806083158999859,0.006827534569112491,0.5131696527341905
ZNF66,2.8151337485315544,0.006738300163186667,0.5131909704692011
MCM7,2.8000690721858206,0.006888088295986429,0.5131992116982295
CHRNA1,2.8215762269329776,0.006673636342507758,0.5132952812103246
ZNF444,2.6862915128103255,0.008629887223457294,0.5133685508827461
PRMT1,2.773183115206123,0.007191084164633602,0.5134138325496735
CBX4,2.673983316865555,0.00889095902946459,0.5134361520635238
MAP3K1,2.71091447198132,0.008149190377337443,0.5134671976632985
SLC1A7,2.804072082432501,0.006823365782522453,0.5136734002807556
RPS19,2.7545089909198275,0.007433065896338004,0.5136994395027156
GGA1,2.681740540454055,0.008718630150811504,0.5137563789545038
ADAMDEC1,2.659385653540761,0.009217871780754608,0.5139279332204902
MYL9,2.789855741648406,0.006960956743864575,0.5140692985738925
IFNGR2,2.7147308532982968,0.00806031669113554,0.5142782022356281
CHMP7,2.729940128373229,0.007794361359715466,0.5143333383994073
PAQR4,2.8086778863630064,0.006741135682507598,0.5143975579223201
SASS6,2.7849267810771217,0.00700167368577121,0.5144786953046372
HSPB7,2.8291598590198825,0.006535365936054006,0.5146293699875301
LEMD2,2.6847382364867634,0.008640246193389971,0.5147079204004931
NAE1,2.780376762069307,0.007040596386492874,0.5148965494743178
SYNGR2,2.7512315202493833,0.00744048364892785,0.5149025636218065
GDF3,2.816894572413871,0.006633623223430459,0.514925589297371
ZNF217,2.7564680093818854,0.007360563462028484,0.5149855312067604
COG5,2.7206722637600653,0.007936341470118766,0.5150088543797355
CLEC14A,2.7348489726723253,0.007685559006133673,0.5153253803545593
CDCA2,2.840537315482632,0.0063964683165111886,0.5154267243119629
BBX,2.7096735564636227,0.008127079812730583,0.5154859979137376
BUB1B,2.8387899161227588,0.006407390521619842,0.5154909053351576
MTMR3,2.721764602564847,0.007901768832869976,0.5156474643409723
CSN2,2.8087234816325597,0.006676877817619306,0.51576512782514
SLC16A3,2.8171805361895705,0.0065902276807715985,0.5157667666538391
OR2B6,2.7919129945316823,0.006864647111736471,0.5157736568447682
CDCA3,2.841341164061349,0.0063704857551636004,0.5157869352077513
ATIC,2.8099689095959683,0.006661938399171089,0.5158058642343641
WDR46,2.7422025981394738,0.007550910182830571,0.5158713338219667
C8orf58,2.71552610630338,0.00800945777998697,0.515885884319281
EMCN,2.8118669027110323,0.0066375419826151085,0.5159074051326091
SUN3,2.792381313816903,0.0068497011956625805,0.516003728970291
PKDCC,2.8091617455420326,0.006659001892059058,0.5160590760813089
GRB2,2.764416184703515,0.007208190458716595,0.516135032453216
SUPT20H,2.725270346187779,0.007827357409883544,0.5161770214464567
RGP1,2.748269711738282,0.007446394722386637,0.5161800651297316
MYOF,2.753235534943668,0.007369470223137889,0.5162073069779127
OPN1LW,2.8472184931866185,0.006300159304477671,0.5162140972116015
PCDHGB3,2.8257349312403663,0.006483611231030467,0.5162634932505732
KCNQ1,2.7848104877248336,0.006929680491339239,0.516317431817993
NPHP4,2.7815777037595963,0.006969271987930676,0.5163536041860333
GSTP1,2.792081946007599,0.006837284167297332,0.5164007529519975
MIR3179-3,2.81105653428588,0.0066200034413249256,0.5164837635263086
PIGT,2.7506674669379185,0.007398587983269855,0.516546067173371
LYSMD4,2.6721208089662865,0.008895881223388967,0.516636841660534
ADM2,2.714323880381995,0.008014544238216618,0.5167298326366154
SBK1,2.8488316422839643,0.006253372385373651,0.5168465677853044
ELAVL1,2.754508157640241,0.0073306100207941325,0.5168599707061594
KRT9,2.8343971243734045,0.006372989418013731,0.5168942782819061
PRMT5,2.8077868145684057,0.006635497693340106,0.5169334791373891
ZNF101,2.7912811231302044,0.006823954550253776,0.5169877269881838
EFCAB7,2.7509012945092253,0.007380508424523462,0.5170486333548481
RNASEL,2.780153313049777,0.006961491220399007,0.5170728497511469
RPL13A,2.7738966765398145,0.007043621879104957,0.5171137166525712
PPIAL4D,2.8525776074042817,0.006209237778546686,0.5171213883345126
CAPS,2.7382631508384847,0.007581884754709132,0.5171234861522691
POU2F3,2.764913623196101,0.007167916154618397,0.5171550711969972
CTXN1,2.8487807168190837,0.0062358515514001666,0.5171851793761919
ACAP3,2.749920284003968,0.007391049625164024,0.517217897468178
SGTB,2.793834290154621,0.006779981361730201,0.5173244947003783
LSM11,2.7535347249388065,0.007330455779490665,0.5173776174142376
ANKRD13B,2.8216103883422616,0.006468815161632383,0.5174334367011604
PGS1,2.710914657527831,0.008066171576880124,0.517441568375339
LYSMD1,2.7668946914425754,0.0071296941205412565,0.5174662293980844
TBC1D14,2.768620479423769,0.007103090663902766,0.5175314497362123
CDK1,2.8524880440346836,0.006184865634687363,0.5175928349814748
RAN,2.824723681468138,0.00642929789228177,0.5176225906823961
POFUT1,2.771859882073627,0.007054182001591239,0.5176387029680803
ADPRM,2.7292542929095247,0.007722835262182353,0.5176977325407058
KIF24,2.844369943154608,0.006242250249474124,0.517769682559067
PCDHB4,2.7343363356956893,0.0076310999906397765,0.5178437645844691
TRPM6,2.8495730269050914,0.006191541491461382,0.517914715516322
RBM24,2.78408020030256,0.006878842884062056,0.5179621318015286
RCOR2,2.8566784460151005,0.006130921076653439,0.5179955873579785
EFHC2,2.801592428013091,0.006660955798224547,0.5180180748103871
IVNS1ABP,2.772681167329498,0.007027912538485815,0.5180983611371356
HAVCR1,2.791163653734813,0.006783678084415931,0.5180998470625812
DNAJC10,2.761579022419363,0.007186829097749972,0.5181369105672069
PCDHGC4,2.8534386635375193,0.006146123565411564,0.5181907097302607
SH2D3C,2.779030529563394,0.006933497818098852,0.5183217388406256
ZBTB47,2.8352197132111128,0.006295334706940745,0.5183502237939491
SYN3,2.790911229553283,0.006776970192382552,0.518372359982939
ZNF491,2.7508623432995,0.007343760788972234,0.5184228248571396
CHD7,2.8110748184704737,0.0065362183008867486,0.5184466846034704
CDC123,2.7904773947723993,0.006779511648819399,0.5184539356934397
CACNA1C-IT3,2.818851877097598,0.006449565474920299,0.5185169646802906
GOSR2,2.758456809433269,0.007221479053808226,0.518574195129002
SNORD114-29,2.8551703260490595,0.006112405383328339,0.5185774800497709
TPGS2,2.777429758774982,0.006939843095063106,0.5187971635746558
MGARP,2.6520270559728605,0.00937650809448769,0.5189280680491933
EXOC6B,2.7473220688359152,0.0073879971863228784,0.5189289735387851
MATN3,2.8186727621952574,0.006432150504687471,0.5189760902365096
PPM1M,2.802924825240493,0.006606494314767876,0.5190284840436661
TRMT2B,2.7613838178832064,0.007163320277126835,0.5190701999346314
GIGYF2,2.7788548619170066,0.00691143372022641,0.5190755656252282
OR51E2,2.85109895880623,0.006119808961356801,0.5190904053046532
LYL1,2.770561541915501,0.007024325942225531,0.5191925092523056
RAD51B,2.771133257616184,0.007014659573113952,0.519241366946972
MCM4,2.8559868067606096,0.006070331008054621,0.5192778809526772
SPA17,2.8033201502826928,0.006592255078746417,0.5192836720996101
PKD1L1,2.7803763876848393,0.006882975008868313,0.5193173273156527
CNNM1,2.857814807723517,0.006049145166388187,0.5194074949464697
FABP4,2.8653978911304976,0.0059730176246428944,0.5197451133218357
ADCK5,2.7393681105639476,0.007501600598980131,0.5198033422638525
ZNF764,2.7735792508548935,0.006960843167792289,0.5198798477228588
GABPB1-AS1,2.773757687642684,0.0069566984061044754,0.5199345277501193
PANK2,2.7654634716751367,0.007077481286656564,0.5199635775782333
SLC4A7,2.7642856956583133,0.0070950371729086885,0.5199702579007913
CPNE5,2.822303965648361,0.006352496468704187,0.5199772753267322
MSRB3,2.7911409052407405,0.006716581773024441,0.5200384728817603
LTBP2,2.737816486543023,0.007523154233991898,0.5200634161603217
FGF9,2.870361915947474,0.005910712959731893,0.5202347323663216
SNRPN,2.753938037875429,0.007248808175548311,0.5202664555317319
EML1,2.797793627665497,0.006624089529911303,0.5202725139047055
CCDC30,2.6993967979977396,0.008259402707440987,0.5202901042549662
LUC7L3,2.7450846992654214,0.007389748415264711,0.5204840111257193
CLCN2,2.7517815365806437,0.007277573100370553,0.520530517186302
CHAF1B,2.868661309666715,0.00590514816988561,0.520591364008522
GLI4,2.7562030435645934,0.007203027005120831,0.5206684156400002
CSGALNACT1,2.845400901984592,0.006093069295527744,0.5207199593596565
ZRANB3,2.820180997034548,0.00634351385982006,0.5207805276684141
ARHGAP19,2.7506749689651193,0.007289910368730327,0.5207890437193651
NFKBIL1,2.758230398118407,0.0071666753251409775,0.5208422292829474
CACNG1,2.8492438068899575,0.006052760575357021,0.5208446836731433
RAD18,2.808262384074566,0.006474116948187931,0.5209195023570748
KIF4B,2.871916046127051,0.005858676292583722,0.5210275337270975
YAP1,2.7871514404533615,0.006735532728333087,0.5211074746202943
TUG1,2.7553010860656793,0.007203787365783978,0.5212648537452674
RIT1,2.773646128351567,0.0069194758734087555,0.5213275047059673
TRIM7,2.7697592334822843,0.006976556283424374,0.5213473704451286
RYR1,2.8515925910598594,0.006001041045351856,0.5215278498092186
MROH9,2.840583654049827,0.00610035261405352,0.5215975795323996
RNPS1,2.782961900533595,0.006777391604960256,0.5216439093623751
NPC2,2.839389685484228,0.006105543835614047,0.5217520020171047
NEU3,2.8004020018233513,0.006538633662345569,0.5218595237254231
CCDC96,2.7404482846852414,0.0074422480061444645,0.52189243231261
TSGA10,2.7445426562099415,0.007370569748527269,0.521903208547381
PIGF,2.7767412670971647,0.0068586774408546,0.5219142359045283
KLHDC9,2.788211034028667,0.006696415130079791,0.5219400593088016
FAM220A,2.7869443878836475,0.006712598560946454,0.5219797869834589
TMIGD2,2.865936221045374,0.005855057473031738,0.5220534835352972
DZIP1,2.846471216737232,0.0060242359812330394,0.5220706939845824
MLST8,2.812062091121916,0.0063884329599951445,0.5220810069767774
CDC25A,2.879568417722498,0.005746990157659375,0.5221308068509574
HK1,2.8313161627319126,0.006165522724331912,0.5223007682131517
UBR5,2.783533733787889,0.0067506841028505205,0.5223132000861087
CLEC2D,2.7241926287451115,0.007734944610234943,0.5223397716695174
ENOPH1,2.798391372015156,0.006546838005643442,0.5224179081660513
RAB3D,2.752522029772153,0.007223290573782805,0.5225053790061331
TOB2P1,2.77942874035017,0.006803583654017825,0.5225265457141418
IRF2BP1,2.7835112052400737,0.006745080889276015,0.5225304585767253
SLC35B2,2.783038711064171,0.006750596132967807,0.522574106270196
ZNF789,2.8396410109670787,0.00606844794462894,0.5226028346931682
TNK2,2.770532761869306,0.006932709925075801,0.522643902821239
TCF19,2.8580073177145278,0.005893911628485198,0.5226649950505639
TCHP,2.731332684598564,0.007594994582653068,0.5226749002060093
TAS2R43,2.7600219747118957,0.007094822141796946,0.52276231346817
UACA,2.6483875329459656,0.009486181578494238,0.5228140317292738
CDK12,2.8200530161104536,0.006267804175751601,0.5228776191145678
NSD1,2.791794012362038,0.006620607792895029,0.5228809851710216
DHX37,2.8364611280052108,0.006088309203211363,0.5229169823168537
KLHL22,2.7953349599488377,0.0065715045087918296,0.5229340639068383
NCAPH,2.882874322407986,0.0056810319968591825,0.5229770822337093
TMEM165,2.7655522251099534,0.007001015850514813,0.5230256928672357
GRK6,2.7814837231288547,0.006760300531994065,0.5230504942917978
CDCA5,2.888168859573429,0.005619446800485485,0.5234616518788507
SLC45A4,2.7355857504191374,0.007503868651241353,0.5235210945147782
CDC25C,2.884308554826513,0.0056433940260424064,0.5235341834909855
RCOR3,2.786471413732212,0.006674581610904513,0.5236083286892864
CDKN3,2.8866601401962604,0.005621116601101437,0.5236441652045485
RABGGTA,2.748922419445997,0.00726289956969648,0.5236745172977765
