Genes		Corr		Adj. p-val
GABRQ 	 0.1563845564076495 	 8.715865024647234e-63
MOGAT2 	 0.19949697635759267 	 8.853301959844928e-102
VAX2 	 0.1934615314188795 	 1.0281585434499624e-95
F9 	 0.212431074575881 	 1.863449537281956e-115
SLC7A3 	 0.23612674683360912 	 5.825918770281306e-143
CYP3A4 	 0.2704170526095566 	 1.4487271791081426e-188
RDH16 	 0.29999317813455106 	 1.1331516317282412e-233
HPGD 	 0.37158408108148544 	 0.0
LRRC52 	 0.21133192402816192 	 2.9435971021047766e-114
MFSD2A 	 0.21147304958577293 	 2.0671320146901457e-114
CCDC33 	 0.2460023586992231 	 2.2212323128538327e-155
UBE2C 	 0.3154176258401825 	 2.039025538122006e-259
NRG1 	 0.21826514889212723 	 6.234637233838116e-122
HRG 	 0.21218602514286175 	 3.452368820021671e-115
CLRN3 	 0.19176976924577108 	 4.7446002273062674e-94
TDO2 	 0.32602693728458704 	 4.8549421044346427e-278
TTC36 	 0.3433579443501263 	 0.0
MT1H 	 0.28587753811165867 	 1.8530829006141537e-211
MT1M 	 0.27335383751408165 	 8.435789075797182e-193
ODAM 	 0.18687792004993142 	 2.512984900852933e-89
SLN 	 0.2868511423525776 	 5.975103860208578e-213
GREM2 	 0.15783889197901033 	 6.12219297574564e-64
ASPG 	 0.22687177992169524 	 7.759938285776366e-132
CYP2A7 	 0.2034410132352163 	 7.502346738779732e-106
TBX5 	 0.22922686980837856 	 1.2758783330362935e-134
ADH1C 	 0.3530613252629461 	 0.0
HTR1F 	 0.1004252942284135 	 1.009449229248904e-26
FOXN4 	 0.26256024479429735 	 1.704690750305172e-177
FETUB 	 0.15407147355407752 	 5.647275947525702e-61
CYP11B1 	 0.25892365944180173 	 1.695089990236819e-172
IDO2 	 0.3406683492026769 	 5.321373538915877e-305
HAMP 	 0.255386963119113 	 1.0309820017483402e-167
DLK1 	 0.21220458555944305 	 3.2949242798080925e-115
IL1RAPL2 	 0.1916306882891038 	 6.491016906981786e-94
CRYAA 	 0.27816949148743575 	 7.361126611204684e-200
THRSP 	 0.3317596837567855 	 2.0230803105934585e-288
NNMT 	 0.26412524065549037 	 1.1386541883212734e-179
CCNO 	 0.28186256457938585 	 2.269442304914308e-205
CRP 	 0.22924064400589733 	 1.228662486625827e-134
SLC1A1 	 0.2736997670778516 	 2.6534120406314425e-193
HOXA11 	 0.2027459526332496 	 3.9723420905956265e-105
USP2 	 0.28840034556928534 	 2.458504798722859e-215
TINAG 	 0.2803606535041485 	 4.049527982649637e-203
