GOTERM_CC_DIRECT	GO:0031090~organelle membrane	13	7.55813953488372	1.0306959830195279E-11	1592, 79152, 1558, 1557, 1544, 1555, 1543, 1576, 1553, 8608, 1549, 1548, 6716	157	87	18224	17.344754374405152	1.16468845678952E-9	1.1646864608120666E-9	1.1646864608120666E-9
GOTERM_BP_DIRECT	GO:0019373~epoxygenase P450 pathway	8	4.651162790697675	1.102256176876504E-10	1558, 1557, 1555, 1544, 1543, 1553, 1549, 1548	150	18	16792	49.75407407407408	1.0581657661212773E-7	1.0570636736245674E-7	1.0394275747945433E-7
GOTERM_MF_DIRECT	GO:0020037~heme binding	14	8.13953488372093	1.2154119353643395E-10	1592, 3273, 79152, 169355, 1558, 1557, 1544, 1555, 1543, 1576, 1553, 6999, 1549, 1548	142	137	16881	12.14834995373702	3.731315434407634E-8	2.451686707372113E-8	2.364126467823109E-8
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	10	5.813953488372093	1.592004355436437E-10	1558, 1557, 1555, 1544, 1543, 1576, 1553, 6999, 1592, 1549	142	47	16881	25.293676955349117	4.887453097790484E-8	2.451686707372113E-8	2.364126467823109E-8
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	14	8.13953488372093	4.859144970280658E-10	8424, 7498, 1592, 79152, 242, 1558, 1557, 1544, 1555, 1543, 1576, 1553, 1549, 1548	142	153	16881	10.877934272300468	1.491757498639501E-7	4.988722169488143E-8	4.8105535205778517E-8
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	8	4.651162790697675	1.406615186985347E-9	1558, 1557, 1555, 1543, 1576, 1553, 1549, 1548	142	26	16881	36.57854821235103	4.318307604833649E-7	1.0830936939787171E-7	1.0444117763366202E-7
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	11	6.395348837209303	1.6773318023810795E-9	1558, 22977, 1557, 10249, 1555, 1544, 1576, 54600, 1553, 1592, 10	150	78	16792	15.787350427350427	1.6102372607518234E-6	7.842505662404245E-7	7.711660938109699E-7
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	24	13.953488372093023	2.453338580522704E-9	33, 345275, 22977, 3290, 8424, 7498, 1592, 79152, 169355, 242, 1558, 1557, 1544, 1555, 1543, 1576, 3248, 1553, 83875, 6999, 8608, 1549, 1548, 6716	150	592	16792	4.538378378378378	2.35520222047203E-6	7.842505662404245E-7	7.711660938109699E-7
GOTERM_BP_DIRECT	GO:0042738~exogenous drug catabolic process	6	3.488372093023256	3.873990023316376E-8	1558, 1557, 1555, 1544, 1576, 1548	150	12	16792	55.973333333333336	3.7189613445787195E-5	9.287891080901011E-6	9.132931479968357E-6
GOTERM_MF_DIRECT	GO:0070330~aromatase activity	7	4.069767441860465	7.818237318234057E-8	1558, 1555, 1544, 1543, 1576, 1553, 1549	142	27	16881	30.820813771517997	2.4001701444009704E-5	4.6772534662248395E-6	4.510208699573952E-6
GOTERM_MF_DIRECT	GO:0008392~arachidonic acid epoxygenase activity	6	3.488372093023256	1.0630121514147362E-7	1558, 1557, 1555, 1553, 1549, 1548	142	15	16881	47.55211267605634	3.263394229113814E-5	4.6772534662248395E-6	4.510208699573952E-6
GOTERM_MF_DIRECT	GO:0016712~oxidoreductase activity	6	3.488372093023256	1.0630121514147362E-7	1555, 1544, 1543, 1576, 1549, 1548	142	15	16881	47.55211267605634	3.263394229113814E-5	4.6772534662248395E-6	4.510208699573952E-6
GOTERM_BP_DIRECT	GO:0017144~drug metabolic process	7	4.069767441860465	1.1198438492931961E-7	1558, 1557, 1555, 1544, 1543, 1576, 1548	150	27	16792	29.023209876543213	1.0749923704356235E-4	2.1478605029443504E-5	2.112025499766968E-5
GOTERM_MF_DIRECT	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	7	4.069767441860465	7.80238117404939E-6	1558, 1557, 1555, 1576, 1592, 1549, 1548	142	57	16881	14.599332839140104	0.0023924738266239975	2.957921710190154E-4	2.852281649111935E-4
GOTERM_MF_DIRECT	GO:0004497~monooxygenase activity	7	4.069767441860465	8.64327772458162E-6	1558, 1557, 1555, 1544, 1543, 1576, 1549	142	58	16881	14.347620203982514	0.002649980315647893	2.957921710190154E-4	2.852281649111935E-4
GOTERM_BP_DIRECT	GO:0008202~steroid metabolic process	6	3.488372093023256	3.772524804354258E-5	1558, 1557, 1555, 1543, 1576, 1548	150	43	16792	15.62046511627907	0.03556893482279144	0.005168358981965334	0.005082129843580094
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	21	12.209302325581394	4.810720345871439E-5	3290, 1592, 79054, 23544, 79152, 80168, 1558, 1557, 1544, 84879, 1555, 1543, 1576, 54600, 1553, 54659, 54657, 8608, 1549, 1548, 6716	157	862	18224	2.82784813867912	0.005421495114293906	0.0010872227981669454	0.0010872227981669454
GOTERM_BP_DIRECT	GO:0097267~omega-hydroxylase P450 pathway	4	2.3255813953488373	5.530709382610962E-5	1558, 1557, 1544, 1543	150	9	16792	49.75407407407408	0.05171129162017152	0.00662993787240489	0.006519323684752672
GOTERM_MF_DIRECT	GO:0034875~caffeine oxidase activity	3	1.744186046511628	4.111001109607806E-4	1558, 1544, 1576	142	4	16881	89.16021126760563	0.11859114771114787	0.010551569514660037	0.010174727746279321
GOTERM_BP_DIRECT	GO:0046483~heterocycle metabolic process	3	1.744186046511628	0.0011460446326247284	1557, 1544, 1576	150	6	16792	55.973333333333336	0.6674063386205172	0.07850405733479389	0.07719429204036564
GOTERM_BP_DIRECT	GO:0002933~lipid hydroxylation	3	1.744186046511628	0.0011460446326247284	1558, 1543, 1576	150	6	16792	55.973333333333336	0.6674063386205172	0.07850405733479389	0.07719429204036564
GOTERM_BP_DIRECT	GO:0009804~coumarin metabolic process	3	1.744186046511628	0.0011460446326247284	1543, 1553, 1548	150	6	16792	55.973333333333336	0.6674063386205172	0.07850405733479389	0.07719429204036564
GOTERM_BP_DIRECT	GO:0016098~monoterpenoid metabolic process	3	1.744186046511628	0.0011460446326247284	1557, 1544, 1576	150	6	16792	55.973333333333336	0.6674063386205172	0.07850405733479389	0.07719429204036564
GOTERM_BP_DIRECT	GO:0070989~oxidative demethylation	3	1.744186046511628	0.0048693291586075224	1558, 1544, 1576	150	12	16792	27.986666666666668	0.9907762541429969	0.20302985491759193	0.1996424955029084
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	9	5.232558139534884	0.006922414893779157	1557, 1544, 1543, 1576, 54600, 54659, 54657, 1548, 6590	142	333	16881	3.212980586220023	0.8814678668466099	0.13325648670524876	0.1284973264657756
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	8	4.651162790697675	0.20249815373877542	1557, 1544, 1543, 1576, 5444, 8608, 727897, 1758	157	558	18224	1.6641782526310984	0.9999999999921353	1.0	1.0
GOTERM_BP_DIRECT	GO:0006953~acute-phase response	7	4.069767441860465	1.1306541707803884E-6	1401, 6289, 100528017, 6288, 5068, 57817, 6291	150	39	16792	20.092991452991456	0.0010848397529605869	1.8071622496306544E-4	1.777011471743177E-4
GOTERM_CC_DIRECT	GO:0034364~high-density lipoprotein particle	5	2.9069767441860463	3.3512685350807864E-5	6289, 6288, 5444, 319, 6291	157	22	18224	26.381007527504345	0.003779835271655152	9.467333611603222E-4	9.467333611603222E-4
GOTERM_MF_DIRECT	GO:0042056~chemoattractant activity	4	2.3255813953488373	0.0014405545732321873	6289, 6288, 7857, 6291	142	27	16881	17.611893583724573	0.35761605125260465	0.03169220061110812	0.030560336303568546
GOTERM_BP_DIRECT	GO:0050918~positive chemotaxis	4	2.3255813953488373	0.0036397348542157306	6289, 6288, 7857, 6291	150	35	16792	12.793904761904765	0.9698183095080212	0.16621455834251836	0.16344142702502068
GOTERM_MF_DIRECT	GO:0001972~retinoic acid binding	4	2.3255813953488373	8.937633780372652E-4	54600, 54659, 54657, 1592	142	23	16881	20.674831598285365	0.2400541117891246	0.021175316956575208	0.020419055636697523
GOTERM_BP_DIRECT	GO:1904224~negative regulation of glucuronosyltransferase activity	3	1.744186046511628	0.002114460242253559	54600, 54659, 54657	150	8	16792	41.980000000000004	0.8689309394271534	0.11928043366595079	0.11729035343794741
GOTERM_BP_DIRECT	GO:2001030~negative regulation of cellular glucuronidation	3	1.744186046511628	0.002114460242253559	54600, 54659, 54657	150	8	16792	41.980000000000004	0.8689309394271534	0.11928043366595079	0.11729035343794741
GOTERM_BP_DIRECT	GO:0045922~negative regulation of fatty acid metabolic process	3	1.744186046511628	0.002702789713247746	54600, 54659, 54657	150	9	16792	37.315555555555555	0.9255919311195209	0.12959876675022944	0.12743653497963123
GOTERM_BP_DIRECT	GO:0052697~xenobiotic glucuronidation	3	1.744186046511628	0.002702789713247746	54600, 54659, 54657	150	9	16792	37.315555555555555	0.9255919311195209	0.12959876675022944	0.12743653497963123
GOTERM_BP_DIRECT	GO:0052695~cellular glucuronidation	3	1.744186046511628	0.008650050409956058	54600, 54659, 54657	150	16	16792	20.990000000000002	0.9997612687408709	0.296264226540995	0.2913213405924487
GOTERM_BP_DIRECT	GO:0052696~flavonoid glucuronidation	3	1.744186046511628	0.016083161921154714	54600, 54659, 54657	150	22	16792	15.265454545454547	0.9999998261970521	0.48199225882460534	0.47395067786402795
GOTERM_MF_DIRECT	GO:0015020~glucuronosyltransferase activity	3	1.744186046511628	0.024271615982655807	54600, 54659, 54657	142	29	16881	12.297960174842157	0.9994703557980358	0.37935430003087406	0.3658059321726285
GOTERM_MF_DIRECT	GO:0016758~transferase activity, transferring hexosyl groups	3	1.744186046511628	0.02586506591119596	54600, 54659, 54657	142	30	16881	11.888028169014085	0.9996793219235565	0.37935430003087406	0.3658059321726285
GOTERM_BP_DIRECT	GO:0008152~metabolic process	5	2.9069767441860463	0.06264970085587986	54600, 54659, 54657, 2939, 10	150	168	16792	3.3317460317460315	1.0	1.0	0.9843423799582464
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	7	4.069767441860465	0.1938857849767593	54600, 54659, 54657, 1482, 6913, 10017, 6519	142	465	16881	1.7895956383462062	1.0	1.0	0.9674267100977199
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	5	2.9069767441860463	0.9281622902436244	80168, 54600, 54659, 54657, 79152	157	828	18224	0.7009446444505985	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	3	1.744186046511628	0.01211396855622047	4495, 4496, 4499	150	19	16792	17.675789473684212	0.9999917096888016	0.3747514788843687	0.36849910801664204
GOTERM_BP_DIRECT	GO:0071294~cellular response to zinc ion	3	1.744186046511628	0.01211396855622047	4495, 4496, 4499	150	19	16792	17.675789473684212	0.9999917096888016	0.3747514788843687	0.36849910801664204
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	5	2.9069767441860463	0.7826851069874786	6098, 4495, 4496, 4499, 9099	157	621	18224	0.9345928592674646	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0010667~negative regulation of cardiac muscle cell apoptotic process	3	1.744186046511628	0.007612827041767255	6423, 1482, 3084	150	15	16792	22.389333333333333	0.9993485268800731	0.27039633826128884	0.26588503334764896
