Genes         Corr            Adj. p-val
CYP2B6 	 0.05207892321033567 	 0.02988041593173103
CNDP1 	 0.10331133556715916 	 1.5839639130117644e-05
NNMT 	 0.08041378485704995 	 0.0007896823316539875
PNMT 	 0.05929279590809659 	 0.013398947998014612
SDS 	 0.06411880737051527 	 0.007480312886682592
HS3ST4 	 -0.0939919460609193 	 8.656325702619715e-05
CPA5 	 0.04860646131666394 	 0.0426937138975873
CYP1A2 	 0.051099988647437575 	 0.03310588548229864
PLA2G2E 	 -0.05168973902531093 	 0.031128881205971258
HAO2 	 0.12233061382420626 	 3.1058441813964964e-07
ALDOB 	 0.13671088456890604 	 1.0415643572419005e-08
CYP2A6 	 0.05047907391541259 	 0.03530242689745149
BBOX1 	 0.11090591026472833 	 3.55379272027064e-06
PLPPR4 	 -0.07066796861348432 	 0.0031930436991106843
CYP3A4 	 0.06348757704798999 	 0.00809015567730626
DPEP1 	 0.08382958738193269 	 0.00046621608609972645
CYP2C19 	 0.07313073298879734 	 0.0022766937307386087
CYP2A13 	 0.05200445748202103 	 0.0301159115783399
SLC6A2 	 -0.0558968010300999 	 0.01974719759573971
CYP1A1 	 0.05097131599584646 	 0.03355122051964912
PNLIPRP2 	 -0.06075013431687811 	 0.011280747163886698
CPA2 	 0.048625441441457425 	 0.042612698262247575
GLYAT 	 0.16317732505655483 	 7.607718786245347e-12
SULT4A1 	 -0.09399412274460593 	 8.6530424155778e-05
HS3ST5 	 -0.0939978755082395 	 8.647384546446692e-05
XDH 	 -0.05139221687809412 	 0.03211322755779733
PLPPR5 	 -0.1628681802815514 	 8.338771139116819e-12
HS6ST2 	 -0.09398244994697277 	 8.670663304401343e-05
VNN1 	 0.04743330794276098 	 0.04796002869171109
CPA6 	 0.048623447485155256 	 0.042621203246145746
SLC22A12 	 0.10517151344370021 	 1.1085940498309267e-05
NDST4 	 -0.11553031000346141 	 1.3620119772279567e-06
CYP2A7 	 0.05206392869094298 	 0.029927708057154726
CYP2C8 	 0.08003441873515799 	 0.0008362747703987475
CPA1 	 0.04861384861932956 	 0.0426621661420381
ACADL 	 0.1908412821971959 	 1.0030252019664126e-15
GCK 	 -0.13652267296582085 	 1.0914857190791885e-08
